17;19;27;20;0
17;16;204;12;1
18;16;238;8;0
18;18;119;12;1
18;16;25;19;1
19;12;86;6;0
19;25;251;19;1
19;18;299;17;0
19;18;337;17;0
20;16;303;19;0
20;19;42;14;0
21;4;41;14;0
22;1;398;20;0
22;1;19;7;0
22;1;3;16;0
23;16;26;12;0
24;20;18;18;0
24;1;3;20;0
25;17;559;8;0
25;1;550;22;0
25;1;51;20;0
25;7;47;5;0
25;7;46;5;0
26;18;221;17;0
26;22;177;12;0
27;9;597;14;1
27;18;387;19;1
28;16;38;1;0
28;18;113;23;0
28;1;133;22;0
28;20;181;1;0
28;12;233;18;0
28;8;354;25;0
28;19;449;3;0
28;18;463;17;0
28;12;754;22;0
29;18;111;8;0
30;1;3;19;0
30;7;26;1;0
30;1;261;22;0
30;1;287;16;0
30;11;465;18;0
30;18;484;8;0
30;19;536;7;0
30;16;834;18;0
30;22;835;9;0
30;22;862;13;0
30;13;875;20;0
30;22;909;1;0
30;16;966;19;0
30;16;1025;12;0
30;16;1048;1;0
30;18;1150;3;0
30;1;1192;22;0
30;12;1228;9;1
30;1;1340;7;0
30;18;1428;3;0
30;18;1428;8;0
30;9;1550;12;1
31;14;46;19;0
31;16;244;18;0
31;1;297;16;0
31;7;412;22;0
31;19;486;3;0
31;16;503;12;0
32;22;7;7;0
32;6;120;9;1
32;18;139;17;0
32;22;171;9;0
32;9;241;22;0
33;22;282;12;0
33;22;235;13;0
33;1;226;22;0
34;4;365;14;0
34;18;459;8;0
34;5;504;4;0
34;18;808;8;0
34;25;940;19;1
34;4;1021;25;1
34;5;1166;1;1
34;18;1225;8;0
34;14;1253;19;0
34;22;1348;13;0
34;18;1561;17;1
34;19;1794;20;0
35;16;430;19;0
35;1;475;22;0
35;18;579;8;0
35;17;591;12;0
35;18;658;23;0
35;4;723;14;0
35;1;750;22;0
36;18;1021;17;0
36;18;939;17;0
36;12;516;6;0
36;7;469;22;1
36;12;129;22;0
36;18;77;8;0
37;18;43;17;0
37;7;155;18;1
38;18;202;11;0
38;1;130;22;0
38;19;127;12;0
38;18;73;7;0
39;1;153;22;0
39;18;255;17;0
39;18;258;17;0
39;18;395;3;1
39;13;406;22;0
40;1;17;22;0
40;18;309;23;1
41;3;8;6;1
41;9;14;13;1
41;7;398;19;0
41;16;443;20;0
42;22;56;9;0
43;18;34;3;0
43;23;45;7;0
43;18;177;3;1
43;7;272;18;1
44;18;85;17;0
44;16;160;18;0
44;4;234;14;0
45;18;21;11;0
46;1;25;22;0
46;25;117;8;0
46;18;251;8;0
46;7;297;4;0
46;20;306;9;0
47;7;16;5;0
47;20;169;14;1
48;13;26;22;0
49;19;158;7;0
49;11;483;17;0
50;9;159;22;1
50;16;66;19;0
50;19;59;16;0
51;16;184;19;0
51;19;409;14;0
51;13;528;9;1
51;22;546;1;1
51;7;565;18;1
52;18;85;3;0
52;7;157;18;0
52;20;264;13;0
52;20;320;9;0
52;22;334;9;0
52;1;366;19;0
52;7;414;5;0
52;18;436;17;0
52;16;541;19;0
52;13;606;12;0
52;17;627;18;0
52;11;646;5;0
52;9;688;22;0
52;5;699;11;0
52;9;733;20;0
52;19;800;12;0
52;4;850;14;0
52;6;953;12;1
52;18;964;8;0
52;16;1005;12;0
52;20;1012;19;0
52;18;1175;17;0
52;20;1270;13;0
52;20;1306;13;0
52;22;1405;13;0
52;11;1524;17;0
52;5;1578;4;0
52;1;1584;22;0
52;5;1587;11;0
52;18;1610;12;1
52;1;1741;22;0
52;18;1746;8;0
52;20;1787;13;0
52;11;1829;18;0
52;11;1857;18;0
52;5;1860;1;0
53;1;311;22;0
53;22;194;13;0
54;16;162;12;0
54;1;153;20;0
54;22;117;9;0
54;18;84;23;1
54;1;54;22;0
54;1;30;20;1
55;4;343;1;0
55;18;251;17;0
55;1;235;22;1
55;17;207;18;0
55;19;186;9;0
55;18;177;17;0
56;18;132;3;0
56;14;163;19;0
56;13;188;20;0
56;16;392;1;0
56;3;485;25;0
57;1;1036;20;0
57;18;1031;3;0
57;18;1022;3;0
57;17;941;8;0
57;1;914;20;0
57;1;863;22;0
57;5;674;7;0
57;4;643;14;0
57;18;297;17;0
57;4;231;14;0
57;18;102;17;0
57;22;89;9;1
58;1;367;22;0
58;5;121;11;0
59;11;19;17;1
59;12;287;13;0
60;18;1491;19;1
60;1;1435;22;0
60;7;1345;18;0
60;7;1322;19;0
60;18;1303;17;0
60;4;1244;14;0
60;16;1151;12;0
60;18;1069;17;0
60;18;1069;23;0
60;7;946;18;0
60;4;919;14;0
60;16;911;18;0
60;16;908;1;0
60;7;906;19;0
60;18;795;17;0
60;17;787;8;0
60;7;671;19;0
60;22;611;13;0
60;16;604;17;0
60;16;457;1;0
60;7;447;3;0
60;7;446;19;0
60;7;436;18;0
60;1;253;22;0
60;18;106;3;0
61;14;67;19;0
61;19;197;14;0
61;4;244;7;0
62;11;185;20;0
63;12;1542;22;0
63;18;1530;3;0
63;4;1513;1;1
63;5;1363;4;0
63;13;1352;22;0
63;18;1264;23;0
63;13;1121;12;0
63;5;1105;4;0
63;19;564;6;0
63;22;480;9;0
63;23;416;3;0
63;23;416;12;0
63;20;400;9;0
63;8;349;18;0
63;22;347;1;0
63;5;342;17;0
63;22;316;13;0
63;22;310;1;0
63;16;297;12;0
63;5;295;17;0
63;20;257;19;0
63;4;249;25;0
63;22;197;13;0
63;13;160;11;1
64;18;7;11;0
64;3;32;25;1
64;20;163;9;0
65;12;470;9;0
65;18;181;23;0
65;18;159;3;0
65;7;110;18;0
65;18;104;23;0
66;1;177;16;1
66;14;398;19;0
66;1;413;20;0
66;8;437;18;0
66;17;547;12;0
66;17;548;11;0
66;17;599;18;1
66;18;696;3;0
66;20;868;14;0
67;18;12;11;0
67;22;80;12;0
67;18;130;19;0
67;19;131;18;0
68;22;1118;9;0
68;20;1097;1;0
68;1;1023;20;0
68;1;880;20;0
68;22;858;9;0
68;8;344;18;0
68;25;273;3;0
69;14;71;19;0
69;20;180;13;0
70;19;3;12;0
70;17;7;18;0
70;7;114;3;0
70;14;332;19;0
70;4;532;5;0
70;16;547;19;0
70;4;587;7;0
70;17;602;11;0
70;13;635;9;0
70;18;645;17;0
71;18;155;17;0
71;9;202;20;0
69;22;291;1;0
72;25;31;3;1
72;5;154;4;0
72;18;214;23;0
72;18;214;17;0
72;1;220;20;0
72;19;368;12;0
73;22;1087;9;0
74;7;227;22;0
74;7;232;4;0
74;7;284;18;0
74;12;429;16;1
74;19;455;12;0
74;22;545;9;0
74;18;589;17;1
74;1;605;22;0
74;7;672;19;0
74;25;681;3;0
74;16;706;20;0
74;18;716;17;0
74;16;798;12;0
74;1;851;20;0
74;4;888;14;0
74;11;963;5;0
74;22;969;9;0
74;16;1039;19;0
74;5;1125;11;0
75;18;189;11;0
75;17;322;18;0
75;18;463;3;0
76;9;119;22;0
77;9;228;22;0
77;16;297;19;0
77;20;412;13;0
78;11;757;18;0
78;20;558;19;0
78;4;553;8;0
78;17;415;11;0
79;22;50;4;1
79;16;92;20;0
79;9;167;14;0
79;20;227;13;0
80;9;171;22;0
80;7;411;18;1
80;20;486;1;0
81;18;317;8;0
81;18;317;3;0
81;18;173;17;0
69;7;419;19;0
82;16;154;19;0
82;19;299;14;0
82;14;301;19;0
69;1;461;19;0
69;8;466;25;0
83;5;28;4;0
84;19;32;9;0
84;17;112;18;0
84;18;122;23;0
84;14;157;11;1
84;19;166;6;0
84;18;167;23;0
84;7;184;18;1
84;7;297;22;0
84;19;300;6;0
84;20;321;13;0
84;18;462;3;0
84;9;492;14;1
84;6;546;19;1
85;12;1684;17;0
85;1;1643;19;0
85;4;1570;14;0
85;18;1550;23;0
85;18;1348;20;0
85;20;1249;11;0
85;11;1105;18;0
85;1;1055;20;0
85;18;1028;8;0
85;17;988;16;1
85;1;940;20;0
85;1;917;20;0
85;9;834;20;0
85;18;801;8;0
85;5;704;22;0
85;7;694;18;1
85;18;627;7;0
85;16;299;12;0
85;12;222;16;1
85;18;215;23;0
85;19;169;18;1
85;19;84;9;0
85;1;82;22;0
86;18;28;17;0
86;25;223;3;1
86;20;225;13;1
86;19;234;18;1
86;18;264;7;1
87;4;113;14;0
87;13;124;12;0
87;5;276;4;0
87;22;323;9;0
87;18;342;23;0
88;4;923;14;0
88;11;904;17;1
88;9;859;6;1
88;19;623;16;0
88;16;459;12;0
88;18;368;17;0
88;1;274;7;0
88;11;202;13;0
88;18;138;12;0
88;7;71;4;0
88;11;58;5;0
89;4;372;7;0
89;20;383;19;0
89;5;453;7;0
89;6;462;19;1
89;19;525;14;0
89;5;562;11;0
89;9;679;22;0
90;19;145;9;1
90;1;187;22;0
90;22;230;1;0
90;18;310;23;1
90;18;395;8;0
90;18;410;8;0
91;20;863;13;1
91;19;710;7;0
91;20;542;9;0
91;14;232;19;0
91;8;178;18;0
91;7;32;22;0
92;3;11;19;0
92;18;69;13;0
92;16;258;12;0
92;18;368;17;0
92;18;371;23;0
92;12;421;18;0
92;18;446;3;0
92;8;456;25;0
92;22;483;13;0
92;22;499;9;0
92;18;643;9;0
92;22;667;13;0
92;18;676;23;0
92;16;720;12;0
92;22;728;12;0
92;18;754;3;0
92;16;755;12;0
93;5;726;11;0
93;5;599;11;0
93;19;576;16;0
93;18;535;17;0
93;11;482;14;1
93;8;381;18;0
93;18;109;23;0
93;14;83;19;0
93;22;32;13;0
94;11;563;5;0
94;18;472;3;1
94;16;360;18;1
95;1;756;20;0
95;20;747;13;0
95;7;406;18;0
95;19;386;14;0
95;16;375;8;0
95;5;364;17;1
94;3;75;18;0
94;1;55;7;0
96;11;86;5;1
96;14;127;19;0
96;5;191;22;0
96;18;208;8;0
96;9;392;20;0
96;22;425;9;0
95;6;290;19;1
96;1;684;20;0
97;11;58;20;0
95;5;122;7;0
98;16;62;12;0
98;8;358;17;1
98;9;390;22;0
95;8;59;25;0
98;7;591;18;0
98;16;613;12;0
95;1;8;19;0
98;16;885;12;0
98;20;937;16;0
98;22;1162;9;0
98;11;1179;18;0
98;14;1225;19;0
98;18;1263;17;1
98;12;1296;18;0
99;19;460;25;0
99;14;184;19;0
100;19;63;6;0
100;8;86;18;0
100;4;229;22;0
101;18;104;20;0
101;19;273;25;0
101;18;329;20;0
101;17;370;18;0
101;22;381;9;0
101;18;382;7;0
101;17;429;8;0
102;7;191;18;1
103;18;90;17;0
103;16;162;1;0
103;19;163;1;0
103;16;316;12;0
104;9;78;20;0
104;19;106;12;0
104;13;108;22;0
104;13;112;9;0
105;20;163;19;0
105;18;143;7;0
105;16;103;19;1
105;18;48;3;0
106;1;638;20;0
106;4;524;25;1
106;22;475;9;0
106;22;321;9;0
106;9;301;20;1
107;5;15;1;0
107;4;50;5;1
107;5;447;22;1
107;8;457;17;0
107;4;530;22;0
107;12;605;16;0
108;16;533;12;0
109;12;181;13;1
110;7;18;5;0
110;3;110;18;1
110;22;125;9;0
110;1;195;20;0
111;18;17;3;0
111;20;249;13;0
111;22;417;9;0
112;20;1064;9;0
112;18;993;17;0
112;14;929;20;0
112;22;806;1;0
112;16;668;19;0
112;16;566;12;0
112;9;531;22;0
112;1;482;20;0
112;9;364;12;0
112;7;137;18;1
112;1;82;20;0
112;1;73;22;0
113;7;55;1;0
113;1;69;20;0
113;1;151;20;0
113;7;180;18;1
114;14;430;9;0
114;20;428;1;0
114;19;382;14;0
114;16;263;1;0
114;8;235;18;0
114;17;74;8;0
114;11;26;18;0
115;18;677;17;0
115;18;674;17;0
115;18;629;3;0
116;18;6;23;0
116;18;35;17;0
116;18;40;8;0
117;9;357;18;0
117;9;283;22;0
117;1;266;4;0
116;4;83;14;0
116;1;117;20;0
116;7;118;18;0
118;20;274;9;0
116;1;154;19;0
116;16;180;1;0
116;19;215;6;0
116;19;277;20;0
116;16;297;20;0
116;16;297;18;0
116;19;357;14;0
116;1;362;20;0
116;18;380;19;0
118;16;81;1;0
118;22;63;9;0
119;16;18;1;0
119;16;18;12;0
120;19;1262;1;0
120;18;986;23;1
120;4;984;14;0
120;11;777;17;0
120;17;769;5;0
120;9;218;22;0
121;9;18;13;0
121;11;83;17;0
121;18;151;17;0
121;8;218;25;0
121;14;220;4;0
122;16;52;1;0
123;14;192;19;0
123;14;79;19;0
124;16;1154;19;0
125;20;129;13;0
124;16;1106;20;0
125;7;339;5;0
125;18;361;19;1
125;18;399;8;0
125;1;428;22;0
124;22;1000;12;1
124;14;902;8;0
126;18;71;12;0
126;16;77;12;0
126;9;94;6;1
126;18;139;23;0
126;1;155;20;0
126;22;298;13;0
126;1;405;22;0
126;22;530;13;0
126;16;545;18;0
127;17;5;18;1
127;16;144;19;0
127;18;199;23;0
127;13;234;9;0
127;18;275;17;0
127;13;291;20;1
127;1;356;22;0
127;13;417;20;1
127;9;631;20;0
127;9;743;22;0
127;22;1016;6;0
127;16;1057;20;0
127;19;1058;16;0
127;18;1075;17;0
127;17;1115;16;0
128;20;139;13;0
128;4;27;5;0
129;1;45;16;0
129;16;209;19;0
129;16;219;12;0
129;16;240;12;0
129;6;260;12;0
129;18;480;23;0
129;13;677;9;1
129;14;743;19;0
129;18;865;12;1
115;18;614;23;0
130;18;73;23;0
130;4;111;14;1
131;6;20;12;0
131;1;70;7;0
131;1;103;19;0
131;18;163;17;0
132;22;97;9;0
132;12;215;16;0
132;22;356;9;0
132;22;380;9;0
132;18;392;17;0
132;1;435;20;0
132;18;448;23;0
132;18;448;17;0
132;13;483;9;0
131;1;210;19;0
132;18;756;8;0
132;13;769;22;0
132;3;804;18;1
131;13;283;22;0
132;20;1001;9;1
132;18;1091;17;0
132;25;1163;3;0
131;22;360;1;1
131;18;407;8;0
131;18;455;17;0
131;1;574;20;0
131;18;590;12;1
131;14;670;4;1
131;7;729;18;0
133;18;592;3;0
133;11;367;5;0
133;13;186;20;0
133;19;57;12;0
134;12;136;19;1
135;20;466;13;0
135;25;403;3;0
135;12;200;22;0
135;19;153;14;0
135;4;145;5;0
136;18;358;8;0
136;18;325;17;0
136;4;18;14;0
136;4;4;7;0
137;1;87;20;0
137;1;151;22;0
137;4;218;25;0
137;17;247;16;0
137;16;342;12;0
137;5;398;11;0
137;5;414;4;0
137;8;417;18;0
137;1;448;19;0
137;4;485;5;0
137;20;503;13;0
137;7;588;22;0
137;16;636;12;0
137;20;644;13;0
137;9;687;13;0
137;19;934;1;0
137;20;937;13;0
137;11;940;18;0
137;18;948;23;0
137;18;960;11;0
137;5;1034;11;0
137;16;1045;12;0
137;23;1103;18;0
137;1;1413;20;0
137;12;1421;6;0
137;18;1469;17;0
137;18;1507;17;0
137;16;1563;18;0
137;1;1701;20;0
137;16;1921;12;0
137;19;2007;12;0
137;18;2014;8;0
137;5;2053;11;0
137;22;2076;9;0
137;9;2078;20;0
137;1;2105;20;0
137;20;2175;13;0
137;20;2191;13;0
137;16;2216;12;0
137;12;2261;16;0
137;20;2482;13;0
137;3;2656;19;0
137;22;2718;9;0
138;18;21;23;0
138;20;103;9;0
138;5;231;11;0
138;7;242;5;0
138;18;342;23;0
138;25;435;3;0
139;18;55;3;0
139;19;177;14;0
139;20;263;13;0
139;16;303;19;0
139;8;311;25;0
140;1;20;22;0
140;18;26;17;0
140;16;82;18;0
140;4;420;5;0
140;22;451;9;0
141;1;31;20;0
141;19;52;23;0
141;7;162;5;1
141;18;170;8;0
141;19;188;6;0
141;1;268;22;1
141;1;287;4;1
141;18;302;3;1
141;19;484;12;0
141;14;546;19;0
141;4;635;14;1
141;20;649;13;0
141;14;684;19;0
141;18;787;23;0
141;18;787;17;0
141;19;792;20;0
141;16;794;12;0
141;16;839;12;0
141;20;974;11;0
141;22;1030;9;0
141;8;1065;18;0
141;19;1079;20;0
141;18;1140;7;0
141;18;1190;8;0
141;18;1497;8;0
141;22;1545;13;1
141;13;1556;12;0
141;7;1567;19;1
141;7;1580;18;1
141;22;1664;13;1
141;19;1830;12;0
141;19;1879;18;0
141;18;1966;17;0
141;16;1993;19;0
141;7;2009;18;1
141;18;2045;8;0
141;18;2111;23;0
141;25;2114;3;1
141;18;2163;23;0
141;18;2213;8;0
141;18;2272;3;0
142;18;191;3;0
142;25;185;3;0
142;1;153;20;0
143;18;596;23;0
143;9;587;22;0
143;8;554;18;0
143;9;524;20;0
143;18;511;3;1
143;13;491;18;0
143;9;285;20;0
143;18;231;8;0
143;14;169;19;0
144;17;405;18;0
144;18;363;8;0
144;7;348;18;0
144;5;153;11;0
144;5;138;11;0
144;11;68;17;0
145;8;40;25;0
145;7;293;18;0
146;17;16;8;1
147;16;53;19;0
147;20;148;9;0
147;11;396;5;0
148;16;23;1;0
148;16;23;18;0
148;7;215;4;0
149;16;34;18;0
149;1;147;19;0
149;19;185;18;1
149;14;216;11;1
115;5;477;4;0
115;18;457;8;0
150;20;268;13;0
150;22;335;13;0
151;17;750;18;0
151;18;744;16;0
151;16;741;12;0
151;19;662;16;1
151;7;592;1;1
151;16;543;19;0
151;18;531;17;0
151;25;480;3;0
151;20;461;13;0
151;19;435;12;1
151;18;415;17;1
151;20;414;13;0
151;8;365;16;1
151;18;204;11;0
151;25;180;8;0
151;18;129;8;0
151;18;126;8;0
151;17;38;18;0
151;16;33;12;0
151;16;9;12;0
152;8;322;17;0
152;20;36;13;0
152;1;16;20;0
115;7;418;19;0
153;12;437;6;0
153;16;202;12;0
153;1;173;20;0
154;7;247;4;0
154;1;95;22;0
154;17;5;16;0
155;18;47;17;0
155;18;70;11;0
155;7;105;18;0
155;16;192;19;0
155;22;217;13;0
156;1;391;22;0
156;16;325;1;0
156;7;191;5;0
156;18;189;7;0
156;18;54;7;0
157;9;121;22;0
157;1;98;20;0
157;18;67;17;0
157;19;30;12;1
158;18;118;8;0
158;16;284;12;0
158;16;305;19;0
158;16;307;20;0
158;5;326;11;0
158;4;406;14;0
159;13;82;11;0
159;8;152;18;0
159;11;167;20;0
159;22;239;13;0
159;18;670;23;0
160;1;383;20;0
160;19;173;12;0
161;18;145;17;0
161;9;21;14;0
162;16;268;19;0
162;1;939;19;0
162;22;1053;13;0
162;22;1218;9;0
163;6;551;12;0
163;18;478;7;0
163;18;458;17;0
163;1;454;22;0
163;5;349;7;0
163;20;297;13;0
163;5;215;11;1
163;19;151;16;0
163;1;97;22;0
163;19;34;12;0
164;4;113;22;0
164;3;73;18;1
164;19;45;18;0
165;18;4;7;0
165;4;36;14;0
165;1;245;22;0
166;1;439;22;0
166;3;329;18;0
166;4;301;1;0
166;19;269;12;0
166;12;262;6;0
166;1;251;22;0
166;22;130;12;1
167;16;12;12;0
167;20;79;13;0
167;22;100;9;0
167;18;116;17;0
167;18;128;17;0
167;9;162;13;0
168;7;724;18;1
168;14;597;19;0
168;20;596;1;0
168;7;519;19;0
168;18;483;7;1
168;22;260;13;0
168;12;234;22;0
168;11;173;14;0
168;18;163;19;0
168;5;66;11;0
168;7;48;23;0
169;18;590;12;1
169;18;590;23;1
169;18;586;8;0
169;4;531;5;0
169;22;503;6;0
169;22;493;5;0
169;3;488;25;0
169;16;456;18;0
169;7;215;5;0
169;16;110;12;0
169;16;73;12;0
169;18;64;7;0
170;9;71;22;0
170;18;262;3;0
115;20;381;13;0
115;18;374;3;0
171;4;357;14;0
171;3;313;7;0
171;5;287;17;0
171;5;267;7;0
171;7;226;18;0
171;1;25;19;0
172;23;22;19;0
172;22;75;9;0
173;20;3;16;0
173;16;24;12;0
174;20;173;13;0
174;7;172;5;0
174;7;136;19;0
174;20;127;13;0
174;16;126;12;0
174;19;91;12;0
175;13;3198;11;0
175;18;3013;7;0
175;16;2928;18;0
175;16;2875;19;0
175;16;2774;12;0
175;4;2751;14;0
175;20;2743;19;0
175;20;2743;16;0
175;5;2658;7;0
175;16;2636;12;0
175;18;2554;3;0
175;18;2503;17;0
175;18;2503;23;0
175;12;2486;16;0
175;16;2390;19;0
175;12;2290;19;0
175;18;2120;17;0
175;16;2107;12;0
175;20;2085;1;0
175;7;2023;5;0
175;22;2006;1;0
175;11;1990;5;0
175;18;1940;23;0
175;13;1904;18;0
175;18;1876;23;0
175;16;1862;12;0
175;4;1850;14;0
175;18;1818;17;0
175;12;1806;22;0
175;11;1756;5;0
175;16;1622;12;0
175;22;1559;12;0
175;16;1500;17;0
175;1;1493;4;0
175;16;1444;19;0
175;22;1400;12;0
175;18;1332;23;0
175;20;1298;13;0
175;9;1187;13;0
175;1;1059;5;0
175;20;979;13;0
175;11;977;14;0
175;5;864;17;0
175;18;832;17;0
175;20;708;1;1
175;17;689;18;0
175;4;663;7;1
175;18;633;17;0
175;18;595;3;0
175;19;496;14;0
175;20;224;9;0
175;4;170;5;0
176;18;275;23;0
176;8;323;25;0
176;19;360;12;0
177;1;259;20;0
177;9;257;6;0
177;1;250;22;0
177;22;200;9;0
178;7;21;19;0
177;7;136;18;1
179;18;583;17;1
179;17;549;18;0
179;11;306;17;0
179;18;296;3;0
180;5;322;11;0
179;16;205;12;0
179;19;203;3;0
179;18;192;3;0
179;5;133;17;0
179;16;128;12;0
179;1;31;22;0
181;20;241;13;0
181;20;305;13;0
181;1;341;22;0
181;18;427;8;1
182;18;336;8;1
181;13;624;22;0
182;20;428;19;0
183;16;44;19;0
183;1;36;16;0
183;16;28;19;0
181;12;712;6;0
181;20;742;11;0
181;5;866;11;1
184;1;23;22;0
184;18;115;17;0
184;5;695;11;0
185;1;130;20;0
185;16;309;17;0
185;3;319;7;0
185;1;349;20;0
185;1;349;22;0
185;18;440;17;0
186;20;138;19;0
187;7;369;4;0
187;19;362;20;0
187;18;330;17;0
187;22;315;9;0
186;13;32;20;0
188;20;137;19;0
188;1;217;20;0
188;12;282;6;0
188;16;320;19;0
188;5;428;7;0
188;1;496;22;0
188;19;503;12;0
189;1;69;4;0
189;16;86;1;0
189;5;95;11;0
189;18;159;8;0
189;1;197;20;0
189;18;339;8;0
189;5;346;11;0
189;7;397;19;0
189;8;450;17;0
189;18;459;7;0
189;12;472;16;1
190;5;149;17;0
190;4;287;8;0
191;22;331;12;1
191;18;329;17;0
192;13;22;12;0
193;7;2691;19;0
193;18;2685;17;0
193;18;2676;8;0
193;18;2657;3;0
193;1;2654;22;0
193;18;2591;23;0
193;18;2550;17;0
191;4;286;25;0
193;22;2418;9;0
193;4;2411;14;0
193;22;2268;9;0
193;12;2265;6;0
193;19;2206;6;0
193;18;2181;8;0
191;18;245;17;0
193;7;2074;19;0
193;1;1981;5;0
193;1;1953;20;0
193;18;1952;3;0
193;23;1923;18;1
193;19;1754;16;0
193;25;1615;3;0
193;22;1568;9;0
193;1;1536;22;0
193;14;1383;11;0
193;1;1328;20;0
193;3;1322;18;0
193;5;1317;11;0
193;18;1296;17;0
193;22;1280;13;0
193;1;1271;22;0
193;18;1243;8;0
191;7;215;19;0
191;18;201;7;0
193;7;1162;18;1
193;7;1130;19;0
193;4;1126;7;1
193;1;1028;22;0
193;5;1016;11;0
193;1;946;20;0
193;14;886;19;0
193;22;741;13;0
193;20;705;9;0
193;18;669;23;0
193;12;605;16;1
193;18;598;23;1
193;22;596;9;0
193;4;574;7;0
193;22;559;13;0
193;17;525;8;1
193;20;470;14;0
193;16;444;19;0
193;17;434;5;0
193;20;422;13;0
193;1;385;20;0
193;18;373;8;0
193;22;372;12;0
193;1;367;22;0
193;13;319;22;0
193;12;259;19;0
193;5;228;11;0
193;5;100;1;0
193;16;78;1;0
193;1;77;19;0
193;19;30;16;1
191;20;119;13;0
191;18;80;3;0
194;1;64;20;0
194;7;72;19;0
194;25;180;3;0
194;1;341;20;0
194;20;393;11;0
194;18;428;17;0
194;9;440;6;0
195;12;11;16;0
195;4;23;14;0
195;22;37;13;1
195;1;72;20;0
195;18;252;17;0
195;22;282;9;0
195;5;286;11;0
195;18;287;3;0
195;18;326;8;0
195;4;561;14;0
195;7;809;18;0
195;20;820;13;0
195;7;824;19;0
195;16;867;12;0
195;5;971;11;0
195;22;1040;9;0
195;5;1043;11;0
195;18;1055;17;0
195;7;1059;18;0
195;16;1083;12;0
195;1;1126;22;0
195;1;1216;20;0
195;7;1358;19;0
195;7;1358;22;0
195;18;1432;8;0
195;20;1747;1;0
196;7;163;18;0
196;5;182;4;0
196;18;237;8;0
196;16;273;20;0
197;13;79;22;0
197;1;165;22;0
197;18;246;17;0
197;13;251;22;0
198;1;820;22;0
198;9;775;20;0
198;18;768;17;0
198;18;768;23;0
198;18;709;8;0
198;18;698;8;0
198;23;635;7;1
198;18;601;3;0
198;5;583;11;0
198;25;544;8;0
198;1;449;22;0
198;18;433;3;0
198;3;411;25;1
198;22;410;13;0
198;13;364;20;1
198;7;360;19;0
198;22;328;13;0
198;8;259;18;0
198;14;241;19;0
198;17;132;8;0
198;16;115;12;0
198;7;82;19;0
199;6;818;12;1
199;18;797;17;0
199;1;796;20;0
199;22;658;9;0
199;7;612;19;1
199;1;609;20;0
199;1;601;22;0
199;5;413;11;0
199;5;410;11;0
199;5;349;11;0
199;19;344;12;0
199;6;283;3;1
199;19;212;12;0
199;1;111;20;0
199;18;58;3;0
200;12;7;13;0
200;17;62;16;1
200;3;109;18;1
200;4;160;14;0
201;18;205;23;0
201;1;197;20;0
201;5;139;11;0
201;1;86;20;0
201;22;46;13;0
201;17;19;8;0
202;16;53;19;0
202;4;108;8;1
203;7;146;18;1
203;9;142;12;0
203;20;135;13;0
204;20;277;9;0
204;1;3;22;0
205;16;237;12;0
205;5;329;4;0
205;1;352;22;0
205;4;459;5;0
205;8;483;17;1
206;19;10;18;0
206;12;46;17;1
206;3;51;7;0
206;18;249;3;0
206;22;274;12;0
206;9;293;22;0
206;16;329;12;0
207;16;60;1;0
208;18;63;7;0
208;7;173;19;0
208;20;285;1;0
208;18;337;17;0
208;13;350;18;1
208;22;389;9;0
208;22;389;12;0
208;4;394;7;0
209;1;293;19;0
209;18;125;7;0
